48,0
48,5
48,10
48,15
48,20
48,25
48,30
48,35
48,40
48,45
48,50
48,55
48,60
48,65
48,70
48,75
48,80
48,0
48,-5
48,-10
48,-15
48,-20
48,-25
48,-30
48,-35
48,-40
48,-45
48,-50
48,-55
48,-60
48,-65
48,-70
48,-75
48,-80
52,0
52,5
52,10
52,15
52,20
52,25
52,30
52,35
52,40
52,45
52,50
52,55
52,60
52,65
52,70
52,75
52,80
52,0
52,-5
52,-10
52,-15
52,-20
52,-25
52,-30
52,-35
52,-40
52,-45
52,-50
52,-55
52,-60
52,-65
52,-70
52,-75
52,-80
56,0
56,5
56,10
56,15
56,20
56,25
56,30
56,35
56,40
56,45
56,50
56,55
56,60
56,65
56,70
56,75
56,80
56,0
56,-5
56,-10
56,-15
56,-20
56,-25
56,-30
56,-35
56,-40
56,-45
56,-50
56,-55
56,-60
56,-65
56,-70
56,-75
56,-80
60,0
60,5
60,10
60,15
60,20
60,25
60,30
60,35
60,40
60,45
60,50
60,55
60,60
60,65
60,70
60,75
60,80
60,0
60,-5
60,-10
60,-15
60,-20
60,-25
60,-30
60,-35
60,-40
60,-45
60,-50
60,-55
60,-60
60,-65
60,-70
60,-75
60,-80
64,0
64,5
64,10
64,15
64,20
64,25
64,30
64,35
64,40
64,45
64,50
64,55
64,60
64,65
64,70
64,75
64,80
64,0
64,-5
64,-10
64,-15
64,-20
64,-25
64,-30
64,-35
64,-40
64,-45
64,-50
64,-55
64,-60
64,-65
64,-70
64,-75
64,-80
68,0
68,5
68,10
68,15
68,20
68,25
68,30
68,35
68,40
68,45
68,50
68,55
68,60
68,65
68,70
68,75
68,80
68,0
68,-5
68,-10
68,-15
68,-20
68,-25
68,-30
68,-35
68,-40
68,-45
68,-50
68,-55
68,-60
68,-65
68,-70
68,-75
68,-80
72,0
72,5
72,10
72,15
72,20
72,25
72,30
72,35
72,40
72,45
72,50
72,55
72,60
72,65
72,70
72,75
72,80
72,0
72,-5
72,-10
72,-15
72,-20
72,-25
72,-30
72,-35
72,-40
72,-45
72,-50
72,-55
72,-60
72,-65
72,-70
72,-75
72,-80
76,0
76,5
76,10
76,15
76,20
76,25
76,30
76,35
76,40
76,45
76,50
76,55
76,60
76,65
76,70
76,75
76,80
76,0
76,-5
76,-10
76,-15
76,-20
76,-25
76,-30
76,-35
76,-40
76,-45
76,-50
76,-55
76,-60
76,-65
76,-70
76,-75
76,-80
80,0
80,5
80,10
80,15
80,20
80,25
80,30
80,35
80,40
80,45
80,50
80,55
80,60
80,65
80,70
80,75
80,80
80,0
80,-5
80,-10
80,-15
80,-20
80,-25
80,-30
80,-35
80,-40
80,-45
80,-50
80,-55
80,-60
80,-65
80,-70
80,-75
80,-80
84,0
84,5
84,10
84,15
84,20
84,25
84,30
84,35
84,40
84,45
84,50
84,55
84,60
84,65
84,70
84,75
84,80
84,0
84,-5
84,-10
84,-15
84,-20
84,-25
84,-30
84,-35
84,-40
84,-45
84,-50
84,-55
84,-60
84,-65
84,-70
84,-75
84,-80
88,0
88,5
88,10
88,15
88,20
88,25
88,30
88,35
88,40
88,45
88,50
88,55
88,60
88,65
88,70
88,75
88,80
88,0
88,-5
88,-10
88,-15
88,-20
88,-25
88,-30
88,-35
88,-40
88,-45
88,-50
88,-55
88,-60
88,-65
88,-70
88,-75
88,-80
92,0
92,5
92,10
92,15
92,20
92,25
92,30
92,35
92,40
92,45
92,50
92,55
92,60
92,65
92,70
92,75
92,80
92,0
92,-5
92,-10
92,-15
92,-20
92,-25
92,-30
92,-35
92,-40
92,-45
92,-50
92,-55
92,-60
92,-65
92,-70
92,-75
92,-80
96,0
96,5
96,10
96,15
96,20
96,25
96,30
96,35
96,40
96,45
96,50
96,55
96,60
96,65
96,70
96,75
96,80
96,0
96,-5
96,-10
96,-15
96,-20
96,-25
96,-30
96,-35
96,-40
96,-45
96,-50
96,-55
96,-60
96,-65
96,-70
96,-75
96,-80
100,0
100,5
100,10
100,15
100,20
100,25
100,30
100,35
100,40
100,45
100,50
100,55
100,60
100,65
100,70
100,75
100,80
100,0
100,-5
100,-10
100,-15
100,-20
100,-25
100,-30
100,-35
100,-40
100,-45
100,-50
100,-55
100,-60
100,-65
100,-70
100,-75
100,-80
104,0
104,5
104,10
104,15
104,20
104,25
104,30
104,35
104,40
104,45
104,50
104,55
104,60
104,65
104,70
104,75
104,80
104,0
104,-5
104,-10
104,-15
104,-20
104,-25
104,-30
104,-35
104,-40
104,-45
104,-50
104,-55
104,-60
104,-65
104,-70
104,-75
104,-80
108,0
108,5
108,10
108,15
108,20
108,25
108,30
108,35
108,40
108,45
108,50
108,55
108,60
108,65
108,70
108,75
108,80
108,0
108,-5
108,-10
108,-15
108,-20
108,-25
108,-30
108,-35
108,-40
108,-45
108,-50
108,-55
108,-60
108,-65
108,-70
108,-75
108,-80
